htid,title,org
uc1.31822009494774,"Songs of the workers on the road, in the jungles, and in the shops ",Industrial Workers of the World Spokane Local 
uc1.31822031027311,"Cookbook, YWCA Westchester Community Club ",Young Women's Christian Association publisher 
uc1.31822031027311,Gourmet recipes ,Young Women's Christian Association publisher 
uc1.31822031036049,"Cookbook, YWCA ","Young Women's Christian Association (Bangkok, Thailand) Cook Book Committee "
uc1.31822035093806,Chin ese cook book ,"Young Women's Christian Association (Peking, China) "
uc1.32106006699042,Songs of the workers to fan the flames of discontent ,Industrial Workers of the World 
uc1.32106020095342,A Guide to Santa Cruz County government ,League of Women Voters of Santa Cruz County 
uc1.32106020373970,Association monthly ,Young Women's Christian Association United States National Board. 
uc1.32106020373970,Woman's press ,Young Women's Christian Association United States National Board. 
uc1.32106020398084,Congress of Racial Equality (CORE) papers ,Congress of Racial Equality 
uc1.32106020398118,Congress of Racial Equality (CORE) papers ,Congress of Racial Equality 
uc1.32106020398118,CORE papers ,Congress of Racial Equality 
uc1.32106020407950,"PL, Progressive labor ",Progressive Labor Party 
uc1.32106020407976,"PL, Progressive labor ",Progressive Labor Party 
uc1.32106020407984,Progressive labor ,Progressive Labor Party 
uc1.32106020407992,Progressive labor ,Progressive Labor Party 
uc1.32106020408032,"PL, Progressive labor ",Progressive Labor Party 
uc1.32106020408057,Progressive labor ,Progressive Labor Party 
uc1.32106020414063,PL magazine ,Progressive Labor Party 
uc1.32106020414071,Progressive labor magazine ,Progressive Labor Party 
uc1.b2500052,A Guide to California government ,League of Women Voters of California 
uc1.b3088040,The Berkeley quarterly ,"Fortnightly Club (Berkeley, Calif.) "
uc1.b3114672,"Proceedings of the national convention, Young Women's Christian Associations of the United States of America ",Young Women's Christian Association of the U.S.A 
uc1.b3400886,A Guide to California government ,League of Women Voters of California 
uc1.b3859509,A Worker's guide to direct action ,Industrial Workers of the World 
uc1.b3859510,The general strike for industrial freedom ,Industrial Workers of the World 
uc1.b3974205,Constitution ,Amalgamated Clothing Workers of America 
uc1.b3974351,General Executive Board report and proceedings [of the] biennial convention ,Amalgamated Clothing Workers of America 
uc1.b3974362,General Executive Board report and proceedings [of the] biennial convention ,Amalgamated Clothing Workers of America 
uc1.b3974369,General Executive Board report and proceedings [of the] biennial convention ,Amalgamated Clothing Workers of America 
uc1.b3974372,General Executive Board report and proceedings [of the] biennial convention ,Amalgamated Clothing Workers of America 
uc1.b3974373,General Executive Board report and proceedings [of the] biennial convention ,Amalgamated Clothing Workers of America 
uc1.b4005142,IWW songs to fan the flames of discontent ,Industrial Workers of the World 
uc1.b4005142,Songs of the workers to fan the flames of discontent ,Industrial Workers of the World 
uc1.b4145863,California voters' handbook ,League of Women Voters of California 
uc1.b4145864,California voters' handbook ,League of Women Voters of California 
uc1.b4145866,California voters' handbook ,League of Women Voters of California 
uc1.b4145867,California voters' handbook ,League of Women Voters of California 
uc1.b4211630,The Ill-housed a compendium of recent writings and reports on national housing policy ,League of Women Voters (U.S.) 
uc1.b4337506,The academic alchemist A musical comedy presented by alumni and students of the University of Chicago ,University of Chicago Settlement League Benefit Fund. 
uc1.b4448322,New Jersey spotlight on government ,League of Women Voters of New Jersey 
uc1.c020852590,A Study of Chicago's stockyards community an investigation carried on under the direction of the Board of the University of Chicago Settlement and the Chicago Alumnae Club of the University of Chicago ,University of Chicago Settlement. Board. 
uc2.ark:/13960/t0ks6m251,"Recreation survey of Cincinnati December 1, 1913 ",Juvenile protective association of Cincinnati 
uc2.ark:/13960/t25b01t4f,What is the Christian view of work and wealth? ,Young Women's Christian Association. U.S. National Board 
uc2.ark:/13960/t2c85hg78,[Pamphlets a kit of 11 pamphlets on I.W.W. and labor in the U.S.A ,Industrial Workers of the World 
uc2.ark:/13960/t4mk6gn79,Consecration of the affections ,Young Women's Christian Association of the U.S.A National Board. 
uc2.ark:/13960/t6930r92c,"The clothing workers of Chicago, 1910-1922 ",Amalgamated Clothing Workers of America Chicago Joint Board. 
uiug.30112004207145,Yearly bulletin ,"Northwestern University Settlement (Chicago, Ill.) "
uiug.30112039702896,"Plan of work Eighth triennial period, 1914-1917 ","National Council of Jewish Women Blind, Sub-committee on. "
uiug.30112039963548,Triennial program and a record of council achievements ,National Council of Jewish Women 
uiug.30112063008459,Proceedings ... national convention ,Young Women's Christian Association of the U.S.A 
uiug.30112063403411,Trained personnel for public service ,League of Women Voters 
uiug.30112070086795,Activist and the Albatross spring 1963- ,Students for a Democratic Society (U.S.) 
uiug.30112070707416,Can we talk? an industry workshop on community outreach techniques ,League of Women Voters of Illinois 
uiug.30112071895475,Annual ,Young Women's Christian Associations of the United States of America Foreign Dept. 
uiug.30112071895475,The Foreign Department annual ,Young Women's Christian Associations of the United States of America Foreign Dept. 
uiug.30112087798309,One big union monthly ,Industrial Workers of the World 
uiug.30112118438230,Chicago government ,League of Women Voters of Chicago 
uiuo.ark:/13960/t04x5mw9p,The road to destruction made easy in Chicago ,Juvenile Protective Association of Chicago 
uiuo.ark:/13960/t0rr1qz4r,"The clothing workers of Chicago, 1910-1922 ",Amalgamated Clothing Workers of America Research Dept. 
uiuo.ark:/13960/t1jh3pp8f,Focus on Sangamon County ,"League of Women Voters of Springfield, Ill "
uiuo.ark:/13960/t2992sp0g,Annual report of the Young Women's Christian Association of Philadelphia ,Young Women's Christian Association of Philadelphia (Pa.) 
uiuo.ark:/13960/t4vh5f389,The American girl in the stockyards district ,University of Chicago Settlement. Board. 
uiuo.ark:/13960/t6zw1pg20,The Commons a monthly record devoted to aspects of life and labor from the social settlement point of view ,Chicago Commons Association 
uiuo.ark:/13960/t70v8cf2q,Manual of juvenile laws ,Juvenile Protective Association of Chicago 
uiuo.ark:/13960/t88g8s62h,This is Evanston ,League of Women Voters of Evanston 
uiuo.ark:/13960/t8z89ck01,Know your towns ,"League of Women Voters of Champaign County, Illinois "
umn.31951001242921d,Proceedings [of the] biennial convention - Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America 
umn.31951001242922b,Proceedings [of the] biennial convention - Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America 
umn.319510012429255,Proceedings [of the] biennial convention - Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America 
umn.31951001242930c,Proceedings [of the] biennial convention - Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America 
umn.319510012429328,Proceedings [of the] biennial convention - Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America 
umn.319510015376724,"Parties, politics and people ",League of Women Voters of Cleveland 
umn.31951002027045s,"Platforms of the national political parties, 1924 ",League of Women Voters (U.S.) 
umn.31951002276036q,The Woman's press ,Young Women's Christian Association of the U.S.A National Board. 
umn.31951002276047l,The YWCA magazine national magazine for the Young Women's Christian Association of the United States of America ,Young Women's Christian Association of the U.S.A National Board. 
umn.31951002276050w,The YWCA magazine national magazine for the Young Women's Christian Association of the United States of America ,Young Women's Christian Association of the U.S.A National Board. 
umn.319510026061441,Constitutional convention for Iowa study guide ,League of Women Voters of Iowa 
umn.31951002653210z,Juvenile justice in Hennepin County ,"League of Women Voters of Minneapolis (Minneapolis, Minn.) "
umn.31951d00761153c,The Student voice ,Student Nonviolent Coordinating Committee (U.S.) 
umn.31951p009692851,Working with teen-agers in the YWCA a guide for the teen-age program committee ,Young Women's Christian Associations U.S. National Board. 
umn.31951t00021842a,Social workers among foreign-born ,Young women's Christian associations. U. S National board. Division of work for foreign-born women. 
